Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Rok;Jednostka miary;Wartosc;Atrybut;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2004";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2005";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2006";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2007";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2008";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2009";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2010";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2011";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2012";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2013";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2014";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2015";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2016";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2017";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2018";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2019";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2020";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2021";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2022";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"średnia wieku";"kobiety";"2023";"lata";42,6;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"1995";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"1996";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"1997";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"1998";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"1999";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2000";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2001";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2002";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2003";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2004";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2005";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2006";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2007";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2008";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2009";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2010";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2011";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2012";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2013";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2014";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2015";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2016";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2017";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2018";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2019";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2020";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2021";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2022";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"ogółem";"2023";"lata";42,0;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"1995";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"1996";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"1997";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"1998";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"1999";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2000";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2001";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2002";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2003";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2004";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2005";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2006";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2007";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2008";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2009";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2010";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2011";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2012";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2013";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2014";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2015";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2016";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2017";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2018";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2019";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2020";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2021";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2022";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"mężczyźni";"2023";"lata";42,0;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"kobiety";"1995";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"kobiety";"1996";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"kobiety";"1997";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"kobiety";"1998";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"kobiety";"1999";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"kobiety";"2000";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"kobiety";"2001";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"kobiety";"2002";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"kobiety";"2003";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"kobiety";"2004";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"kobiety";"2005";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"kobiety";"2006";"lata";;;
"RYNEK PRACY";"PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD";"Pracujący w gospodarce narodowej wg płci i miejsca zamieszkania (dane miesięczne) (Wymiary: Miesiące; Zakres przedmiotowy; Płeć)";"marzec";"mediana wieku";"kobiety";"2007";"lata";;;
